node_id,lat,lon,threshold,prec,evap,in_degree,out_degree,clustering,ffl
0,-6.12565445026178,-78.75,1.0,6.112954552403506,58.17432427662425,0,0,0.0,0
1,-5.183246073298429,-78.75,1.0,13.727387506316484,68.29327431871206,0,0,0.0,0
2,-4.2408376963350785,-78.75,1.0,27.43649338112518,79.25119705789257,0,0,0.0,0
3,-3.298429319371728,-78.75,1.0,26.980804931736934,70.31573325235513,0,0,0.0,0
4,-2.356020942408377,-78.75,1.0,27.08015533870985,64.03564491061843,0,0,0.0,0
5,-1.4136125654450262,-78.75,1.0,34.54314024832322,52.43245655190549,0,0,0.0,0
6,-8.952879581151834,-77.5,1.0,4.62421587166623,42.24559659422084,0,0,0.0,0
7,-8.010471204188482,-77.5,1.0,6.87319536581556,47.022348068894644,0,0,0.0,0
8,-7.0680628272251305,-77.5,1.0,11.0673757280564,54.86902887765609,0,0,0.0,0
9,-6.12565445026178,-77.5,1.0,12.198521989807265,73.62354748722282,0,0,0.0,0
10,-5.183246073298429,-77.5,1.0,22.039252839570075,80.94910578802228,0,0,0.0,0
11,-4.2408376963350785,-77.5,1.0,35.31852488365318,83.33607466367539,0,0,0.0,0
12,-3.298429319371728,-77.5,1.0,55.475697009598534,74.68701045479975,0,0,0.0,0
13,-2.356020942408377,-77.5,1.0,73.20329876601559,70.31405144443852,0,0,0.0,0
14,-1.4136125654450262,-77.5,1.0,91.55420211667669,69.84377722983481,0,1,0.0,0
15,-0.4712041884816754,-77.5,1.0,94.38565261125818,59.65447367692832,0,1,0.0,1
16,0.4712041884816754,-77.5,1.0,61.934341771521,59.84243081082241,1,3,0.0,5
17,-10.837696335078537,-76.25,1.0,6.162637729999551,42.37089378089877,0,0,0.0,0
18,-9.895287958115185,-76.25,1.0,15.867278425192723,50.29901396075729,0,0,0.0,0
19,-8.952879581151834,-76.25,1.0,33.15635300747043,61.12240551170544,0,0,0.0,0
20,-8.010471204188482,-76.25,1.0,25.66452044985499,74.85141912678955,0,0,0.0,0
21,-7.0680628272251305,-76.25,1.0,24.843618462535336,72.78753999184119,0,0,0.0,0
22,-6.12565445026178,-76.25,1.0,21.958123261272977,86.27078662830172,0,0,0.0,0
23,-5.183246073298429,-76.25,1.0,19.39588902876728,94.32135833543725,0,0,0.0,0
24,-4.2408376963350785,-76.25,1.0,22.316870236567393,92.66396248654928,0,0,0.0,0
25,-3.298429319371728,-76.25,1.0,27.88174436039094,88.10225007589906,0,0,0.0,0
26,-2.356020942408377,-76.25,1.0,30.854328738034127,87.62487098429119,0,0,0.0,0
27,-1.4136125654450262,-76.25,1.0,38.77831752014422,92.58373873861274,1,0,0.0,0
28,-0.4712041884816754,-76.25,1.0,63.073445818918096,93.92339757469017,3,1,0.0,1
29,0.4712041884816754,-76.25,1.0,137.9612720704335,79.97084590606391,2,2,0.0,3
30,1.4136125654450262,-76.25,1.0,149.83542589457008,58.59415362836444,1,3,0.0,5
31,-13.664921465968591,-75.0,1.0,0.0822397492430421,18.893885129115233,0,0,0.0,0
32,-12.72251308900524,-75.0,1.0,6.187192530834561,34.493706064442904,0,0,0.0,0
33,-11.780104712041888,-75.0,1.0,17.30437665957675,47.05554145548376,0,0,0.0,0
34,-10.837696335078537,-75.0,1.0,39.5977162481582,57.50425243822974,1,2,0.0,2
35,-9.895287958115185,-75.0,1.0,21.944352354944094,75.32943277037703,1,0,0.0,0
36,-8.952879581151834,-75.0,1.0,11.567884490610084,84.37548859685194,0,0,0.0,0
37,-8.010471204188482,-75.0,1.0,10.050774525335559,82.21546070824843,0,0,0.0,0
38,-7.0680628272251305,-75.0,1.0,11.695004680831273,87.34529495879542,0,0,0.0,0
39,-6.12565445026178,-75.0,1.0,16.248259333736854,92.07502339384519,0,0,0.0,0
40,-5.183246073298429,-75.0,1.0,25.13824998987215,88.97818056168035,0,0,0.0,0
41,-4.2408376963350785,-75.0,1.0,33.75262759896724,84.8972412297735,0,0,0.0,0
42,-3.298429319371728,-75.0,1.0,41.977529143876005,79.2067004283308,0,0,0.0,0
43,-2.356020942408377,-75.0,1.0,49.160418503070744,80.0687691217172,0,0,0.0,0
44,-1.4136125654450262,-75.0,1.0,61.05078904836531,86.92798994554323,1,1,0.0,1
45,-0.4712041884816754,-75.0,1.0,72.7369450570022,93.58067144727102,1,1,0.0,1
46,0.4712041884816754,-75.0,1.0,72.22507607077281,97.85686870658537,3,1,0.0,1
47,1.4136125654450262,-75.0,1.0,120.13540736488066,90.14401764550712,2,2,0.0,3
48,2.356020942408377,-75.0,1.0,159.36491097114782,69.2288248908153,1,2,0.0,3
49,-14.607329842931941,-73.75,1.0,0.2575857015435542,26.062290453266712,0,0,0.0,0
50,-13.664921465968591,-73.75,1.0,7.447317621308682,48.140267528942786,0,0,0.0,0
51,-12.72251308900524,-73.75,1.0,23.513635913813058,54.7837083163904,0,0,0.0,0
52,-11.780104712041888,-73.75,1.0,27.8273033419669,66.97369570290903,1,1,0.0,1
53,-10.837696335078537,-73.75,1.0,11.350612995580885,80.38310603384161,0,0,0.0,0
54,-9.895287958115185,-73.75,1.0,7.749739095780699,87.91366655845195,0,0,0.0,0
55,-8.952879581151834,-73.75,1.0,8.538664939391364,86.42981332872296,0,0,0.0,0
56,-8.010471204188482,-73.75,1.0,12.349080877881608,84.4489061870263,0,0,0.0,0
57,-7.0680628272251305,-73.75,1.0,15.529839285239007,84.59426768735284,0,0,0.0,0
58,-6.12565445026178,-73.75,1.0,19.407236275650398,85.91775367531227,0,0,0.0,0
59,-5.183246073298429,-73.75,1.0,23.93451445644598,87.93294663046254,0,0,0.0,0
60,-4.2408376963350785,-73.75,1.0,29.501011827746687,88.54872201802209,0,0,0.0,0
61,-3.298429319371728,-73.75,1.0,35.562111426523366,86.8234117332031,0,0,0.0,0
62,-2.356020942408377,-73.75,1.0,42.45483547274309,85.90476510697044,0,0,0.0,0
63,-1.4136125654450262,-73.75,1.0,59.385534615335565,86.79532532332814,0,0,0.0,0
64,-0.4712041884816754,-73.75,1.0,87.4045741895923,89.50936191235087,1,2,0.0,3
65,0.4712041884816754,-73.75,1.0,108.79982720338269,92.56255003652768,1,3,0.0,5
66,1.4136125654450262,-73.75,1.0,122.20206197542716,97.83298720547464,4,2,0.0,3
67,-14.607329842931941,-72.5,1.0,0.8256886810873778,27.88139558120747,0,0,0.0,0
68,-13.664921465968591,-72.5,1.0,6.871801859476252,50.83781613124302,0,0,0.0,0
69,-12.72251308900524,-72.5,1.0,11.876447172619871,61.09610274594161,0,0,0.0,0
70,-11.780104712041888,-72.5,1.0,10.113858713651965,78.79634395649191,0,0,0.0,0
71,-10.837696335078537,-72.5,1.0,5.49070082502004,81.5006887447089,0,0,0.0,0
72,-9.895287958115185,-72.5,1.0,6.266557671716853,86.78182354284218,0,0,0.0,0
73,-8.952879581151834,-72.5,1.0,9.302229392364886,84.08276842965279,0,0,0.0,0
74,-8.010471204188482,-72.5,1.0,12.159301044534512,84.51883202826139,0,0,0.0,0
75,-7.0680628272251305,-72.5,1.0,14.312882377827654,85.7565414669807,0,0,0.0,0
76,-6.12565445026178,-72.5,1.0,16.333987682473,86.29062102176249,0,0,0.0,0
77,-5.183246073298429,-72.5,1.0,19.58090697593359,87.03050556534436,0,0,0.0,0
78,-4.2408376963350785,-72.5,1.0,25.06924059438579,86.86615785205504,0,0,0.0,0
79,-3.298429319371728,-72.5,1.0,31.282545698915442,88.41385057690786,0,0,0.0,0
80,-2.356020942408377,-72.5,1.0,41.567464692248834,88.50429631507723,0,0,0.0,0
81,-1.4136125654450262,-72.5,1.0,58.78876930795245,88.46205718873534,0,0,0.0,0
82,-0.4712041884816754,-72.5,1.0,84.56538584259158,91.27387396933045,2,2,0.0,3
83,0.4712041884816754,-72.5,1.0,116.71262702660724,92.13258828793187,2,2,0.0,3
84,1.4136125654450262,-72.5,1.0,151.2634018934053,92.971996430133,2,2,0.0,3
85,-14.607329842931941,-71.25,1.0,1.432919945343213,23.568153941596393,0,0,0.0,0
86,-13.664921465968591,-71.25,1.0,9.035223956796287,55.27172558133316,0,0,0.0,0
87,-12.72251308900524,-71.25,1.0,11.695246875841756,69.56892919100937,0,0,0.0,0
88,-11.780104712041888,-71.25,1.0,6.889942826369134,80.93529682519147,0,0,0.0,0
89,-10.837696335078537,-71.25,1.0,4.507518947992522,82.52969588240376,0,0,0.0,0
90,-9.895287958115185,-71.25,1.0,6.1865354764242255,81.46072710456792,0,0,0.0,0
91,-8.952879581151834,-71.25,1.0,9.540566588858699,83.36263549514115,0,0,0.0,0
92,-8.010471204188482,-71.25,1.0,11.5135511144348,85.00058523961343,0,0,0.0,0
93,-7.0680628272251305,-71.25,1.0,13.515824451712074,86.98078179499134,0,0,0.0,0
94,-6.12565445026178,-71.25,1.0,15.049770966751776,88.27805314504076,0,0,0.0,0
95,-5.183246073298429,-71.25,1.0,16.97648841432956,88.64639741485007,0,0,0.0,0
96,-4.2408376963350785,-71.25,1.0,21.55386161952304,89.2905896937009,0,0,0.0,0
97,-3.298429319371728,-71.25,1.0,28.32513179015076,88.90926399850287,0,0,0.0,0
98,-2.356020942408377,-71.25,1.0,40.99391364556774,88.95509192050667,0,0,0.0,0
99,-1.4136125654450262,-71.25,1.0,57.209953959534516,90.64845117885852,0,0,0.0,0
100,-0.4712041884816754,-71.25,1.0,85.61207171481774,92.32620787021006,2,1,0.0,1
101,0.4712041884816754,-71.25,1.0,115.41349443237627,93.7833877610683,2,2,0.0,3
102,1.4136125654450262,-71.25,1.0,148.37222041971324,92.87114887847565,2,2,0.0,3
103,-13.664921465968591,-70.0,1.0,15.162730891934576,57.48663993537775,0,0,0.0,0
104,-12.72251308900524,-70.0,1.0,8.292373054509904,78.02792327594943,0,0,0.0,0
105,-11.780104712041888,-70.0,1.0,3.4965159057305044,82.5334858673159,0,0,0.0,0
106,-10.837696335078537,-70.0,1.0,3.7851376736680975,81.68055064568762,0,0,0.0,0
107,-9.895287958115185,-70.0,1.0,5.305277368431696,83.20005533663789,0,0,0.0,0
108,-8.952879581151834,-70.0,1.0,6.538064482484712,83.92935267998837,0,0,0.0,0
109,-8.010471204188482,-70.0,1.0,9.393650052488102,86.10962773673236,0,0,0.0,0
110,-7.0680628272251305,-70.0,1.0,11.626533921165796,88.1454278837191,0,0,0.0,0
111,-6.12565445026178,-70.0,1.0,14.183249481499919,89.58369149419013,0,0,0.0,0
112,-5.183246073298429,-70.0,1.0,17.074807948286967,89.6903303777799,0,0,0.0,0
113,-4.2408376963350785,-70.0,1.0,21.66019062656026,93.24911487899953,0,0,0.0,0
114,-3.298429319371728,-70.0,1.0,28.620444783524526,88.62952415656764,0,0,0.0,0
115,-2.356020942408377,-70.0,1.0,42.61293067174103,89.99184502114076,0,0,0.0,0
116,-1.4136125654450262,-70.0,1.0,59.06316853180219,92.53796543780481,0,0,0.0,0
117,-0.4712041884816754,-70.0,1.0,84.0500506896513,93.9401045962586,1,1,0.0,1
118,0.4712041884816754,-70.0,1.0,119.20240913912036,96.9087053000112,2,2,0.0,3
119,1.4136125654450262,-70.0,1.0,152.5048778669876,93.68790604450624,2,2,0.0,3
120,-15.549738219895294,-68.75,1.0,9.315301378981108,66.69206909195054,0,0,0.0,0
121,-14.607329842931941,-68.75,1.0,15.703842252515994,54.815002312971046,0,0,0.0,0
122,-13.664921465968591,-68.75,1.0,14.920750653886207,70.50571193627547,0,0,0.0,0
123,-12.72251308900524,-68.75,1.0,3.8386747497685874,81.24569882667856,0,0,0.0,0
124,-11.780104712041888,-68.75,1.0,2.738288620885977,81.018465324305,0,0,0.0,0
125,-10.837696335078537,-68.75,1.0,3.0931922227523456,81.51778916304465,0,0,0.0,0
126,-9.895287958115185,-68.75,1.0,3.547198082301324,83.62966572109144,0,0,0.0,0
127,-8.952879581151834,-68.75,1.0,4.510082502547904,85.36298167688074,0,0,0.0,0
128,-8.010471204188482,-68.75,1.0,6.526667854462533,86.12340720836073,0,0,0.0,0
129,-7.0680628272251305,-68.75,1.0,9.057934085345636,88.0562191415811,0,0,0.0,0
130,-6.12565445026178,-68.75,1.0,12.688995919787516,91.01034215593245,0,0,0.0,0
131,-5.183246073298429,-68.75,1.0,16.46556295380277,90.53361206722911,0,0,0.0,0
132,-4.2408376963350785,-68.75,1.0,22.7918462408365,90.51710843516048,0,0,0.0,0
133,-3.298429319371728,-68.75,1.0,28.915840492173118,94.02703901112545,0,0,0.0,0
134,-2.356020942408377,-68.75,1.0,41.05276623708771,90.56464595108991,0,0,0.0,0
135,-1.4136125654450262,-68.75,1.0,59.63829467860014,94.0338119136868,1,1,0.0,1
136,-0.4712041884816754,-68.75,1.0,85.06592987533966,96.12021608802024,1,2,0.0,3
137,0.4712041884816754,-68.75,1.0,123.83544793196752,98.43857432555524,2,2,0.0,3
138,1.4136125654450262,-68.75,1.0,176.46195009292734,96.90459880133858,2,4,0.25,10
139,2.356020942408377,-68.75,1.0,227.70875797491914,95.43836837241543,2,6,0.36666666666666664,20
140,-16.492146596858646,-67.5,1.0,17.16655264716069,48.80953474195849,0,0,0.0,0
141,-15.549738219895294,-67.5,1.0,20.968817592328318,61.05753413881757,0,0,0.0,0
142,-14.607329842931941,-67.5,1.0,11.894978243098663,73.22439621857484,0,0,0.0,0
143,-13.664921465968591,-67.5,1.0,5.059123075882046,80.30366225866601,0,0,0.0,0
