year,month,threshold,prec,evap,in_degree,out_degree,clustering,ffl
2030,1,1.0,195.3874063619672,89.4319414990169,7.951923076923077,7.951923076923077,0.2909590547319848,38.74519230769231
2030,1,1.14,195.3874063619672,89.4319414990169,6.413461538461538,6.413461538461538,0.2669945229797791,26.80528846153846
2030,1,1.5,195.3874063619672,89.4319414990169,4.201923076923077,4.201923076923077,0.22140019689408558,13.370192307692308
2030,2,1.0,174.34775741457014,80.49424547704244,6.605769230769231,6.605769230769231,0.2581716957157897,29.54326923076923
2030,2,1.14,174.34775741457014,80.49424547704244,5.4951923076923075,5.4951923076923075,0.24035657150967096,21.46153846153846
2030,2,1.5,174.34775741457014,80.49424547704244,3.5408653846153846,3.5408653846153846,0.1811787839318176,10.466346153846153
2030,3,1.0,208.8197875207669,86.96822269897095,8.233173076923077,8.233173076923077,0.306589782047408,40.52884615384615
2030,3,1.14,208.8197875207669,86.96822269897095,6.632211538461538,6.632211538461538,0.27690818434653125,27.201923076923077
2030,3,1.5,208.8197875207669,86.96822269897095,4.1826923076923075,4.1826923076923075,0.20442841282900942,12.177884615384615
2030,4,1.0,213.6209029812799,82.65574820519174,8.002403846153847,8.002403846153847,0.27882811662193113,39.97596153846154
2030,4,1.14,213.6209029812799,82.65574820519174,6.641826923076923,6.641826923076923,0.25701884570331507,28.19951923076923
2030,4,1.5,213.6209029812799,82.65574820519174,4.516826923076923,4.516826923076923,0.19835171133671722,14.274038461538462
2030,5,1.0,152.88170468665425,81.33804563502885,5.0,5.0,0.17651475442436013,24.120192307692307
2030,5,1.14,152.88170468665425,81.33804563502885,3.9326923076923075,3.9326923076923075,0.1557679909498793,16.079326923076923
2030,5,1.5,152.88170468665425,81.33804563502885,2.485576923076923,2.485576923076923,0.11210568007540735,7.324519230769231
2030,6,1.0,68.48127603450732,71.29727810052864,1.6129807692307692,1.6129807692307692,0.06684486003984703,5.764423076923077
2030,6,1.14,68.48127603450732,71.29727810052864,1.2379807692307692,1.2379807692307692,0.05078175706369806,3.6610576923076925
2030,6,1.5,68.48127603450732,71.29727810052864,0.7524038461538461,0.7524038461538461,0.034825677794427794,1.5889423076923077
2030,7,1.0,38.183124503715995,72.11557702696871,0.6538461538461539,0.6538461538461539,0.031680595713047634,1.5480769230769231
2030,7,1.14,38.183124503715995,72.11557702696871,0.5240384615384616,0.5240384615384616,0.025808059461905616,1.1274038461538463
2030,7,1.5,38.183124503715995,72.11557702696871,0.30528846153846156,0.30528846153846156,0.01777701465201465,0.5192307692307693
2030,8,1.0,25.6925738776448,75.10163314463492,0.4326923076923077,0.4326923076923077,0.025969429875679875,0.8918269230769231
