year,threshold,prec,evap,in_degree,out_degree,clustering,ffl
2030,1.0,131.35258767977524,80.76468845748218,5.1480368589743595,5.1480368589743595,0.1872634074176995,25.408854166666668
2030,1.14,131.35258767977524,80.76468845748218,4.185496794871795,4.185496794871795,0.1713123556455399,17.662860576923077
2030,1.5,131.35258767977524,80.76468845748218,2.681891025641026,2.681891025641026,0.1293436523043872,8.278245192307692
2031,1.0,129.6147176283809,80.59013365474462,4.9891826923076925,4.9891826923076925,0.1865225840146136,23.973758012820515
2031,1.14,129.6147176283809,80.59013365474462,4.042267628205128,4.042267628205128,0.16919643412401844,16.59715544871795
2031,1.5,129.6147176283809,80.59013365474462,2.590544871794872,2.590544871794872,0.12573518116837895,7.841947115384615
2032,1.0,131.29904838280524,80.4297939716269,5.072716346153846,5.072716346153846,0.18804391573612556,24.552884615384617
2032,1.14,131.29904838280524,80.4297939716269,4.115985576923077,4.115985576923077,0.17128104392177138,17.026642628205128
2032,1.5,131.29904838280524,80.4297939716269,2.6274038461538463,2.6274038461538463,0.1271978040113449,7.993790064102564
2033,1.0,132.1312674057481,80.34163658816087,5.106971153846154,5.106971153846154,0.18806422950737753,24.82091346153846
2033,1.14,132.1312674057481,80.34163658816087,4.128405448717949,4.128405448717949,0.17176896133598715,17.087540064102562
2033,1.5,132.1312674057481,80.34163658816087,2.655048076923077,2.655048076923077,0.12766195598620253,8.085336538461538
2034,1.0,131.7326725777139,80.15546044987937,5.0837339743589745,5.0837339743589745,0.1863896799715895,24.48036858974359
2034,1.14,131.7326725777139,80.15546044987937,4.121594551282051,4.121594551282051,0.17023939605351252,17.01121794871795
2034,1.5,131.7326725777139,80.15546044987937,2.6564503205128203,2.6564503205128203,0.1282231985060139,8.103365384615385
2035,1.0,129.95048400399097,79.71406294138943,4.988982371794871,4.988982371794871,0.18385283613989276,23.974959935897438
2035,1.14,129.95048400399097,79.71406294138943,4.045472756410256,4.045472756410256,0.1649074034150314,16.653846153846153
2035,1.5,129.95048400399097,79.71406294138943,2.621594551282051,2.621594551282051,0.12716849142623324,7.9765625
2036,1.0,129.94569814652496,79.44069730943964,4.9813701923076925,4.9813701923076925,0.1824552351432847,23.8301282051282
2036,1.14,129.94569814652496,79.44069730943964,4.0342548076923075,4.0342548076923075,0.1652877491422385,16.58253205128205
2036,1.5,129.94569814652496,79.44069730943964,2.6177884615384617,2.6177884615384617,0.12664656617340822,7.958934294871795
2037,1.0,129.0951480545975,79.18155563900334,4.954326923076923,4.954326923076923,0.1809697659938368,23.89483173076923
2037,1.14,129.0951480545975,79.18155563900334,4.026642628205128,4.026642628205128,0.16489028648364412,16.662059294871792
2037,1.5,129.0951480545975,79.18155563900334,2.6211939102564106,2.6211939102564106,0.1251354890213366,8.021434294871794
2038,1.0,128.41319035328553,79.15329388045204,4.910857371794872,4.910857371794872,0.18099217455185196,23.59415064102564
2038,1.14,128.41319035328553,79.15329388045204,3.972956730769231,3.972956730769231,0.16340786466271742,16.294871794871796
2038,1.5,128.41319035328553,79.15329388045204,2.5889423076923075,2.5889423076923075,0.12512704927258642,7.837940705128205
2039,1.0,126.72708950400138,78.75416367422369,4.8381410256410255,4.8381410256410255,0.1781969758475229,23.38261217948718
2039,1.14,126.72708950400138,78.75416367422369,3.925480769230769,3.925480769230769,0.16294276021342696,16.228966346153847
2039,1.5,126.72708950400138,78.75416367422369,2.555889423076923,2.555889423076923,0.1241193237317469,7.792267628205129
