year,threshold,in_degree,out_degree,clustering,ffl
2030,1.0,5.269030448717948,5.269030448717948,0.19285021178555983,25.681290064102562
2030,1.14,4.2600160256410255,4.2600160256410255,0.1742554034704385,17.66426282051282
2030,1.5,2.7564102564102564,2.7564102564102564,0.13436756778624748,8.515424679487179
2031,1.0,5.229166666666667,5.229166666666667,0.19199574947604528,25.369391025641026
2031,1.14,4.240584935897436,4.240584935897436,0.1736969484596691,17.537660256410255
2031,1.5,2.745793269230769,2.745793269230769,0.13346936538523851,8.470753205128206
2032,1.0,5.275040064102564,5.275040064102564,0.19241319342506216,25.712139423076923
2032,1.14,4.278445512820513,4.278445512820513,0.17521386683109919,17.791866987179485
2032,1.5,2.7718349358974357,2.7718349358974357,0.13570169947321953,8.565705128205128
2033,1.0,5.216346153846154,5.216346153846154,0.19164844780292556,25.381209935897434
2033,1.14,4.2295673076923075,4.2295673076923075,0.1734332892898007,17.558493589743588
2033,1.5,2.7461939102564106,2.7461939102564106,0.13359072788930007,8.510416666666668
2034,1.0,5.014423076923077,5.014423076923077,0.18751126105411056,23.872596153846153
2034,1.14,4.066506410256411,4.066506410256411,0.16974699814646776,16.618389423076923
2034,1.5,2.6400240384615383,2.6400240384615383,0.12882524902994044,8.034455128205128
2035,1.0,4.928485576923077,4.928485576923077,0.1830724844964977,23.47275641025641
2035,1.14,3.995392628205128,3.995392628205128,0.1661888944457397,16.302283653846153
2035,1.5,2.6005608974358974,2.6005608974358974,0.12735041773048242,7.939102564102564
2036,1.0,4.930288461538462,4.930288461538462,0.18328873026914888,23.431490384615383
2036,1.14,3.992988782051282,3.992988782051282,0.16658927183121378,16.263221153846153
2036,1.5,2.594951923076923,2.594951923076923,0.1267403995994602,7.884415064102564
2037,1.0,4.690705128205128,4.690705128205128,0.1781685898588674,21.490985576923077
2037,1.14,3.7908653846153846,3.7908653846153846,0.16087464785714228,14.893229166666666
2037,1.5,2.4561298076923075,2.4561298076923075,0.12186694795561484,7.19150641025641
2038,1.0,4.563100961538462,4.563100961538462,0.17595526453862986,20.720552884615383
2038,1.14,3.697516025641026,3.697516025641026,0.15846483552363083,14.419270833333332
2038,1.5,2.3745993589743586,2.3745993589743586,0.11729953009702873,6.902644230769231
2039,1.0,4.644230769230769,4.644230769230769,0.17713726865265128,21.194511217948715
2039,1.14,3.771434294871795,3.771434294871795,0.16059177228120827,14.776041666666666
2039,1.5,2.4240785256410255,2.4240785256410255,0.1211606933696243,7.083533653846154
2040,1.0,4.714142628205128,4.714142628205128,0.17797005760606366,21.825520833333332
2040,1.14,3.8251201923076925,3.8251201923076925,0.16271075459931297,15.115384615384615
2040,1.5,2.4781650641025643,2.4781650641025643,0.1240899076564995,7.291866987179487
2041,1.0,4.747596153846154,4.747596153846154,0.17946638474844667,22.173076923076923
2041,1.14,3.8597756410256414,3.8597756410256414,0.1627876745040495,15.406650641025642
2041,1.5,2.488782051282051,2.488782051282051,0.12245777556139062,7.360777243589744
2042,1.0,4.667668269230769,4.667668269230769,0.17851288297821644,21.49579326923077
2042,1.14,3.790264423076923,3.790264423076923,0.16300327618429433,14.890424679487179
2042,1.5,2.44150641025641,2.44150641025641,0.12178946168882766,7.09375
2043,1.0,4.717948717948718,4.717948717948718,0.17943255552021295,21.80929487179487
2043,1.14,3.8341346153846154,3.8341346153846154,0.1633601055848413,15.168469551282051
2043,1.5,2.472956730769231,2.472956730769231,0.12212745885848633,7.199719551282052
2044,1.0,4.860576923076923,4.860576923076923,0.18417800766948467,22.622996794871792
2044,1.14,3.956730769230769,3.956730769230769,0.1672585804759853,15.763221153846153
2044,1.5,2.5574919871794872,2.5574919871794872,0.12747665228510174,7.528044871794871
2045,1.0,4.751802884615385,4.751802884615385,0.18266031163378307,21.63301282051282
2045,1.14,3.8733974358974357,3.8733974358974357,0.16590574984201942,15.159655448717949
2045,1.5,2.512219551282051,2.512219551282051,0.12615580967010717,7.300080128205129
2046,1.0,4.666666666666666,4.666666666666666,0.18016134349197077,21.09835737179487
2046,1.14,3.799078525641026,3.799078525641026,0.16615947136654027,14.795472756410257
2046,1.5,2.4513221153846154,2.4513221153846154,0.12437863356234422,7.075921474358974
2047,1.0,4.80488782051282,4.80488782051282,0.1833425119551236,22.436698717948715
2047,1.14,3.910857371794872,3.910857371794872,0.16717976131980047,15.656049679487179
2047,1.5,2.5264423076923075,2.5264423076923075,0.12756610362560308,7.498197115384615
2048,1.0,4.805288461538462,4.805288461538462,0.18170480269209516,22.42568108974359
2048,1.14,3.9246794871794872,3.9246794871794872,0.1669177875727323,15.776642628205128
2048,1.5,2.543469551282051,2.543469551282051,0.1275965427374923,7.579727564102564
2049,1.0,4.668669871794872,4.668669871794872,0.17948893531081128,21.65604967948718
2049,1.14,3.8062900641025643,3.8062900641025643,0.16423283066336622,15.150440705128204
2049,1.5,2.4569310897435894,2.45693108974359,0.12316819197787562,7.266626602564102
2050,1.0,4.600761217948718,4.600761217948718,0.17854062329405077,21.151442307692307
2050,1.14,3.7459935897435894,3.7459935897435894,0.16170579214623435,14.796073717948719
2050,1.5,2.4100560897435894,2.4100560897435894,0.12062240136158828,7.066706730769231
