year,threshold,lat,lon,prec,evap,in_degree,out_degree,clustering,ffl
2030,1.1514,-6.639901329037456,-64.54326923076923,110.66646199363873,,3.535456730769231,3.535456730769231,0.1497086713518544,12.881009615384615
2030,3.112,-6.639901329037456,-64.54326923076923,110.66646199363873,,0.5032051282051282,0.5032051282051282,0.014682402377714864,0.6901041666666666
2031,1.1514,-6.639901329037456,-64.54326923076923,109.35799342401981,,3.4449118589743586,3.4449118589743586,0.14513263554665623,12.258613782051281
2031,3.112,-6.639901329037456,-64.54326923076923,109.35799342401981,,0.4807692307692308,0.4807692307692308,0.01390676742239241,0.6442307692307693
2032,1.1514,-6.639901329037456,-64.54326923076923,111.2725060773986,,3.5158253205128203,3.5158253205128203,0.14761600838834568,12.671073717948719
2032,3.112,-6.639901329037456,-64.54326923076923,111.2725060773986,,0.4957932692307692,0.4957932692307692,0.01337975370427292,0.6666666666666666
2033,1.1514,-6.639901329037456,-64.54326923076923,112.35939520880764,,3.5606971153846154,3.5606971153846154,0.14755134318744872,12.904647435897434
2033,3.112,-6.639901329037456,-64.54326923076923,112.35939520880764,,0.5110176282051282,0.5110176282051282,0.013690019248913464,0.6885016025641026
2034,1.1514,-6.639901329037456,-64.54326923076923,112.31607379224502,,3.5464743589743586,3.5464743589743586,0.1482126806224271,12.655248397435896
2034,3.112,-6.639901329037456,-64.54326923076923,112.31607379224502,,0.5094150641025641,0.5094150641025641,0.013001206525845936,0.672676282051282
2035,1.1514,-6.639901329037456,-64.54326923076923,111.1371413138036,,3.4891826923076925,3.4891826923076925,0.14460180276404613,12.403445512820513
2035,3.112,-6.639901329037456,-64.54326923076923,111.1371413138036,,0.5028044871794871,0.5028044871794871,0.013501364087301572,0.6600560897435896
2036,1.1514,-6.639901329037456,-64.54326923076923,111.36659663288809,,3.5082131410256414,3.5082131410256414,0.1444852782503555,12.59775641025641
2036,3.112,-6.639901329037456,-64.54326923076923,111.36659663288809,,0.516025641025641,0.516025641025641,0.014365690732878217,0.6820913461538461
