node_id,threshold,prec,evap,in_degree,out_degree,clustering,ffl
0,1.0,46.11405216696452,36.7057951185026,1,2,0.0,3
1,1.0,57.361697992587075,66.45725446205883,2,4,0.08333333333333333,8
2,1.0,81.76947793423685,53.582221650064405,2,3,0.16666666666666666,5
3,1.0,86.66701869896623,40.67046547148374,2,2,0.0,3
4,1.0,125.64315150190986,68.58104220737005,2,7,0.4,26
5,1.0,160.37718073416792,66.28871713823173,2,8,0.37037037037037035,32
6,1.0,48.85720140254766,59.51992421364687,1,4,0.3333333333333333,9
7,1.0,50.90884934547144,55.893216908171446,2,4,0.3333333333333333,9
8,1.0,54.17270018673596,47.666202063660286,3,3,0.16666666666666666,5
9,1.0,52.758109946869354,34.949000984623126,2,1,0.0,1
10,1.0,78.13062842001095,76.53623172937706,2,2,0.0,3
11,1.0,109.42111358563746,90.12075585499957,3,3,0.16666666666666666,6
12,1.0,140.36996145604155,61.12041225135313,4,3,0.25,7
13,1.0,181.09603166330623,63.54571104284362,4,4,0.43333333333333335,10
14,1.0,198.3829569353424,50.28149684959736,4,4,0.43333333333333335,10
15,1.0,196.48428979778927,52.60973978272468,3,9,0.3181818181818182,40
16,1.0,181.39534883133737,56.952494226232005,2,8,0.3148148148148148,30
17,1.0,40.10737733541021,48.925535865080406,1,2,0.0,3
18,1.0,54.07504340288271,49.93569397889556,2,3,0.16666666666666666,6
19,1.0,101.9195147450461,38.8812436159979,2,3,0.16666666666666666,4
20,1.0,99.82957593607576,69.2601166950963,5,3,0.1,5
21,1.0,99.49391043648046,62.235191206222204,4,2,0.16666666666666666,3
22,1.0,96.92343943782815,56.39987583834637,1,1,0.0,1
23,1.0,94.68587022799353,96.78935675340651,4,3,0.15,6
24,1.0,99.28412976112918,101.079773644071,4,5,0.175,13
25,1.0,115.15176575262481,102.38553081199963,7,5,0.23255813953488372,15
26,1.0,139.27526250039028,104.01593008022901,8,5,0.25471698113207547,15
27,1.0,160.87462244524187,105.70115974576804,9,6,0.3,22
28,1.0,198.89000160537285,96.9091236075834,6,6,0.5,25
29,1.0,258.47729077273226,84.2262289952378,4,12,0.2777777777777778,55
30,1.0,181.19926921348983,13.81857676916916,3,1,0.5,1
31,1.0,5.550895658076106,37.80228631775784,0,0,0.0,0
32,1.0,26.05848362707437,40.65368336050167,0,0,0.0,0
33,1.0,54.91969978597517,44.76198242029605,1,3,0.5,6
34,1.0,129.48267629024568,41.65455822358285,2,5,0.2,11
35,1.0,105.0521807029522,67.57765327144486,4,3,0.25,4
36,1.0,63.354514109897906,50.68772628365761,4,0,0.16666666666666666,0
37,1.0,58.923397244390664,74.80052326090394,2,1,0.0,1
38,1.0,70.70853206562461,95.53754500661731,3,2,0.0,3
39,1.0,92.33896198253021,95.17745601625447,3,4,0.1,7
40,1.0,123.41209939319353,94.56861016745793,4,6,0.23214285714285715,17
41,1.0,154.99022185824734,96.34891077349117,4,11,0.21428571428571427,45
42,1.0,177.9332993960462,98.55764915484079,5,11,0.21910112359550563,48
43,1.0,193.1796892526755,100.66263232650455,5,9,0.2734375,40
44,1.0,210.34296994693494,100.85710901508243,7,10,0.27941176470588236,45
45,1.0,217.1122353448853,99.41621089994815,7,10,0.31862745098039214,48
46,1.0,211.45920391106046,102.57624989279961,7,7,0.3333333333333333,28
47,1.0,185.3809414019104,42.078666427885786,4,3,0.4444444444444444,7
48,1.0,138.21693178937323,9.525981699412588,0,0,0.0,0
49,1.0,8.069985054452406,40.21741341268353,0,0,0.0,0
50,1.0,27.44602982326578,44.5593683435512,0,1,0.0,1
51,1.0,95.39483788330658,59.30017470583595,2,5,0.15,12
52,1.0,133.3088337199026,68.33418805666028,2,9,0.1111111111111111,22
53,1.0,76.83852068260842,79.70329858303225,4,3,0.2,5
54,1.0,60.44374573312922,87.41444956792543,5,2,0.2,3
55,1.0,58.50724738308078,88.20179357031782,2,1,0.0,1
56,1.0,74.81716836291115,84.90485275253467,3,3,0.08333333333333333,4
57,1.0,94.41063905439019,94.29699249018003,2,4,0.08333333333333333,7
58,1.0,107.83042114128364,96.01907602229163,5,3,0.23333333333333334,5
59,1.0,127.7268541432317,94.56009293700902,5,5,0.30357142857142855,13
60,1.0,151.52734446347026,98.4338555908071,4,7,0.3333333333333333,21
61,1.0,177.68186315379324,99.3338055371387,5,9,0.3076923076923077,38
62,1.0,198.62503750026346,100.56450868565554,6,9,0.3026315789473684,40
63,1.0,222.76743050496788,90.441309285192,7,8,0.29605263157894735,34
64,1.0,252.30586233668322,101.0020142439082,7,11,0.3347457627118644,64
