node_id,threshold,in_degree,out_degree,clustering,ffl
0,1.0,6,2,0.5892857142857143,3
1,1.0,9,5,0.5,16
2,1.0,9,4,0.48148148148148145,11
3,1.0,4,4,0.4666666666666667,11
4,1.0,5,9,0.4,49
5,1.0,5,10,0.461038961038961,57
6,1.0,7,30,0.3483050847457627,298
7,1.0,8,19,0.38926174496644295,124
8,1.0,9,14,0.4095238095238095,67
9,1.0,14,6,0.45098039215686275,20
10,1.0,16,11,0.34833333333333333,55
11,1.0,17,11,0.3256172839506173,54
12,1.0,20,5,0.3616600790513834,17
13,1.0,12,8,0.34105960264900664,41
14,1.0,8,9,0.4174757281553398,49
15,1.0,8,10,0.3949579831932773,48
16,1.0,7,6,0.4727272727272727,18
17,1.0,6,37,0.28737745098039214,392
18,1.0,7,32,0.3019578313253012,302
19,1.0,10,25,0.33301707779886147,181
20,1.0,13,18,0.37037037037037035,101
21,1.0,15,4,0.45588235294117646,9
22,1.0,19,3,0.4105263157894737,6
23,1.0,22,11,0.34086021505376346,48
24,1.0,21,11,0.3195402298850575,48
25,1.0,18,15,0.2731182795698925,83
26,1.0,20,19,0.22481203007518796,129
27,1.0,13,14,0.2608695652173913,82
28,1.0,10,11,0.3382352941176471,53
29,1.0,12,6,0.3907563025210084,16
30,1.0,8,0,0.5178571428571429,0
31,1.0,2,2,0.0,4
32,1.0,9,19,0.35139318885448917,152
33,1.0,10,34,0.3071095571095571,388
34,1.0,12,32,0.29743888242142025,313
35,1.0,16,23,0.3078078078078078,138
36,1.0,22,4,0.40398550724637683,10
37,1.0,24,4,0.39384615384615385,10
38,1.0,25,6,0.3694581280788177,16
39,1.0,26,7,0.3301075268817204,22
40,1.0,24,8,0.3103448275862069,29
41,1.0,22,8,0.3029100529100529,30
42,1.0,20,11,0.2697044334975369,54
43,1.0,17,12,0.25925925925925924,62
44,1.0,13,13,0.24818840579710144,66
45,1.0,11,10,0.27485380116959063,37
46,1.0,13,8,0.3264705882352941,23
47,1.0,11,2,0.4818181818181818,2
48,1.0,8,0,0.5,0
49,1.0,5,3,0.7333333333333333,7
50,1.0,8,13,0.45294117647058824,87
51,1.0,9,35,0.26775320139697323,359
52,1.0,10,42,0.20669934640522875,362
53,1.0,17,14,0.3793103448275862,73
54,1.0,21,11,0.36666666666666664,45
55,1.0,22,10,0.34597701149425286,39
56,1.0,22,7,0.3475783475783476,22
57,1.0,22,7,0.33760683760683763,22
58,1.0,21,8,0.3034188034188034,29
59,1.0,13,7,0.2908496732026144,24
60,1.0,10,10,0.23202614379084968,44
61,1.0,9,10,0.25735294117647056,45
62,1.0,9,11,0.27450980392156865,54
63,1.0,8,10,0.3,45
64,1.0,10,8,0.29583333333333334,29
65,1.0,11,5,0.3241758241758242,13
66,1.0,11,3,0.3787878787878788,4
67,1.0,5,25,0.412,259
68,1.0,6,34,0.34,400
69,1.0,10,27,0.31871838111298484,228
70,1.0,15,17,0.35714285714285715,102
71,1.0,20,11,0.34444444444444444,56
72,1.0,21,11,0.31797235023041476,52
73,1.0,17,12,0.2849002849002849,48
74,1.0,16,3,0.40808823529411764,6
75,1.0,15,6,0.2894736842105263,18
76,1.0,9,8,0.23333333333333334,30
77,1.0,8,10,0.21666666666666667,44
78,1.0,6,8,0.2727272727272727,29
79,1.0,7,12,0.2536764705882353,62
80,1.0,9,11,0.23202614379084968,52
81,1.0,10,10,0.2581699346405229,45
82,1.0,10,8,0.2916666666666667,29
83,1.0,11,5,0.3241758241758242,13
84,1.0,12,2,0.3484848484848485,3
85,1.0,6,40,0.3065887353878852,496
86,1.0,7,54,0.210896309314587,635
87,1.0,9,21,0.36074270557029176,153
88,1.0,17,13,0.34574468085106386,73
89,1.0,17,9,0.3327272727272727,40
90,1.0,15,10,0.300796812749004,43
91,1.0,14,8,0.25,21
92,1.0,8,2,0.42857142857142855,3
93,1.0,7,6,0.23636363636363636,18
94,1.0,7,9,0.1978021978021978,35
95,1.0,6,10,0.23626373626373626,41
96,1.0,6,11,0.2571428571428571,50
97,1.0,8,12,0.23202614379084968,56
98,1.0,9,14,0.22380952380952382,74
99,1.0,9,13,0.2394736842105263,65
100,1.0,10,11,0.24561403508771928,48
101,1.0,11,6,0.2857142857142857,19
102,1.0,12,3,0.30128205128205127,6
103,1.0,6,33,0.3004518072289157,332
104,1.0,12,6,0.42083333333333334,22
105,1.0,14,9,0.3492822966507177,39
106,1.0,10,5,0.36538461538461536,15
107,1.0,10,8,0.24369747899159663,29
108,1.0,5,3,0.3,6
109,1.0,5,2,0.35,3
110,1.0,6,7,0.19090909090909092,24
111,1.0,4,10,0.25757575757575757,42
112,1.0,6,11,0.2523809523809524,51
113,1.0,8,8,0.27472527472527475,32
114,1.0,9,9,0.25416666666666665,38
115,1.0,9,11,0.25163398692810457,52
116,1.0,8,11,0.2757352941176471,50
117,1.0,9,11,0.2647058823529412,51
118,1.0,10,11,0.24561403508771928,56
119,1.0,10,6,0.2802197802197802,23
120,1.0,3,40,0.231990231990232,423
121,1.0,5,25,0.2962962962962963,207
122,1.0,10,22,0.2747126436781609,141
123,1.0,12,8,0.3366013071895425,31
124,1.0,12,4,0.3131868131868132,7
125,1.0,6,1,0.35714285714285715,1
126,1.0,4,6,0.125,14
127,1.0,3,2,0.3333333333333333,3
128,1.0,3,6,0.21428571428571427,18
129,1.0,4,8,0.23333333333333334,29
130,1.0,5,8,0.2545454545454545,29
131,1.0,7,8,0.2564102564102564,31
132,1.0,8,9,0.2571428571428571,37
133,1.0,9,9,0.2625,39
134,1.0,8,11,0.2757352941176471,54
135,1.0,10,11,0.2573099415204678,54
136,1.0,11,14,0.23517786561264822,81
137,1.0,8,13,0.2631578947368421,67
138,1.0,9,9,0.2875,41
139,1.0,9,5,0.3153846153846154,17
140,1.0,3,14,0.3476190476190476,90
141,1.0,6,16,0.3078947368421053,97
142,1.0,9,7,0.35714285714285715,24
143,1.0,12,6,0.2875,16
144,1.0,7,7,0.2196969696969697,18
145,1.0,7,7,0.1590909090909091,14
