year,threshold,in_degree,out_degree,clustering,ffl
2030,1.0,4.863982371794872,4.863982371794872,0.18336725592714304,23.677884615384617
2030,1.14,3.939703525641026,3.939703525641026,0.16716286620572565,16.432091346153847
2030,1.5,2.5282451923076925,2.5282451923076925,0.12425605633768945,7.811498397435898
2031,1.0,4.851161858974359,4.851161858974359,0.18484661121847254,23.513822115384617
2031,1.14,3.9401041666666665,3.9401041666666665,0.1682404294773855,16.412259615384617
2031,1.5,2.5336538461538463,2.5336538461538463,0.1243587278383062,7.8277243589743595
2032,1.0,4.689302884615385,4.689302884615385,0.18172563659287694,22.30408653846154
2032,1.14,3.7986778846153846,3.7986778846153846,0.16360308079715893,15.519030448717947
2032,1.5,2.43369391025641,2.43369391025641,0.12164738922249572,7.382011217948717
2033,1.0,4.684294871794872,4.684294871794872,0.18248111912834555,22.15625
2033,1.14,3.8046875,3.8046875,0.16581969272289013,15.556490384615385
2033,1.5,2.4344951923076925,2.4344951923076925,0.12017851285413762,7.388822115384615
2034,1.0,4.711538461538462,4.711538461538462,0.18411214278352336,22.126201923076923
2034,1.14,3.8189102564102564,3.8189102564102564,0.1673382375492311,15.458934294871794
2034,1.5,2.449719551282051,2.449719551282051,0.12261181282134397,7.4222756410256405
2035,1.0,4.762820512820513,4.762820512820513,0.1863186539319899,22.706129807692307
2035,1.14,3.8517628205128203,3.8517628205128203,0.16834070197773138,15.73858173076923
2035,1.5,2.472355769230769,2.472355769230769,0.1234521534034651,7.556690705128205
2036,1.0,4.588541666666666,4.588541666666666,0.18221197345935256,21.502003205128208
2036,1.14,3.715544871794872,3.715544871794872,0.16495737653328038,14.952323717948719
2036,1.5,2.388020833333333,2.388020833333333,0.12002992376110767,7.2139423076923075
2037,1.0,4.514222756410256,4.514222756410256,0.18141228377587,21.20653044871795
2037,1.14,3.6666666666666665,3.6666666666666665,0.16310704600374853,14.8671875
2037,1.5,2.360176282051282,2.360176282051282,0.11943392325462786,7.194911858974359
2038,1.0,4.465144230769231,4.465144230769231,0.18180266021433275,20.713942307692307
2038,1.14,3.6276041666666665,3.6276041666666665,0.16310541651768354,14.525841346153847
2038,1.5,2.3205128205128207,2.3205128205128203,0.11928027752960342,6.942107371794871
2039,1.0,4.402644230769231,4.402644230769231,0.1791807734596994,20.38641826923077
2039,1.14,3.556690705128205,3.556690705128205,0.16123049088287306,14.257011217948719
2039,1.5,2.2920673076923075,2.2920673076923075,0.11819052419429125,6.905248397435898
2040,1.0,4.378405448717949,4.378405448717949,0.1792967985606806,20.369190705128208
2040,1.14,3.5494791666666665,3.5494791666666665,0.15939844929783206,14.285657051282051
2040,1.5,2.2904647435897436,2.2904647435897436,0.11884310955233485,6.969751602564102
2041,1.0,4.273036858974359,4.273036858974359,0.1769185084643083,19.790464743589745
2041,1.14,3.4585336538461537,3.4585336538461537,0.15587168356006348,13.803084935897434
2041,1.5,2.225360576923077,2.225360576923077,0.11683828926237906,6.721153846153846
2042,1.0,4.1514423076923075,4.1514423076923075,0.1745670851665799,18.91486378205128
2042,1.14,3.371394230769231,3.371394230769231,0.1552194344674041,13.272035256410257
2042,1.5,2.1640625,2.1640625,0.11379499893929396,6.453125
2043,1.0,4.040064102564103,4.040064102564103,0.17023069594706086,18.217548076923077
2043,1.14,3.2658253205128203,3.2658253205128203,0.15320029685975736,12.731169871794872
2043,1.5,2.0909455128205128,2.0909455128205128,0.11058455828094366,6.183894230769231
2044,1.0,3.901642628205128,3.901642628205128,0.16839362155797064,17.55028044871795
2044,1.14,3.1690705128205128,3.1690705128205128,0.14877737393530172,12.382411858974358
2044,1.5,2.0230368589743586,2.023036858974359,0.10779011454027791,5.976762820512821
2045,1.0,3.832532051282051,3.832532051282051,0.16702077403925042,16.943910256410255
2045,1.14,3.1075721153846154,3.1075721153846154,0.1474234292249039,11.927684294871794
2045,1.5,1.979366987179487,1.979366987179487,0.10395969221459954,5.788261217948717
2046,1.0,3.8283253205128203,3.8283253205128203,0.16720762524980134,17.017227564102562
2046,1.14,3.1043669871794872,3.1043669871794872,0.14816242935050628,12.006009615384615
2046,1.5,1.9721554487179487,1.9721554487179487,0.1046051454359041,5.756610576923077
2047,1.0,3.7682291666666665,3.7682291666666665,0.16440637826769364,16.70252403846154
2047,1.14,3.060296474358974,3.060296474358974,0.14624737856667136,11.805088141025639
2047,1.5,1.9429086538461537,1.9429086538461537,0.10205228029390226,5.654246794871795
2048,1.0,3.7057291666666665,3.7057291666666665,0.16122494992920566,16.437099358974358
2048,1.14,3.0154246794871797,3.0154246794871797,0.1436950911798529,11.62860576923077
2048,1.5,1.9102564102564101,1.9102564102564101,0.09987090554110255,5.589142628205129
2049,1.0,3.6586538461538463,3.6586538461538463,0.15968146204809766,16.163261217948715
2049,1.14,2.9627403846153846,2.9627403846153846,0.1431710207587097,11.331530448717949
2049,1.5,1.8790064102564101,1.8790064102564101,0.09990498879091175,5.4240785256410255
2050,1.0,3.555889423076923,3.555889423076923,0.15838554571395608,15.49599358974359
2050,1.14,2.8828125,2.8828125,0.1384943779704448,10.895032051282051
2050,1.5,1.8167067307692308,1.8167067307692308,0.09505369840704375,5.16786858974359
