node_id,lat,lon,threshold,prec,evap,in_degree,out_degree,clustering,ffl
0,-6.12565445026178,-78.75,0.2367,89.68425296530873,63.35669963853434,18,49,0.49278499278499277,1135
1,-5.183246073298429,-78.75,0.2367,86.2417199419776,70.08981344239146,22,53,0.4969547011800533,1366
2,-4.2408376963350785,-78.75,0.2367,100.88786122514809,83.76190427283291,31,63,0.4728663638536935,1871
3,-3.298429319371728,-78.75,0.2367,124.28911578557498,89.101930684119,36,60,0.4735395189003436,1736
4,-2.356020942408377,-78.75,0.2367,167.9380438923772,98.02638453111285,32,60,0.4812359269452089,1772
5,-1.4136125654450262,-78.75,0.2367,194.15951308443937,89.78914311504923,23,60,0.4899411946765707,1763
6,-8.952879581151834,-77.5,0.2367,211.82029215354584,103.306917718146,15,199,0.2800071578759003,10647
7,-8.010471204188482,-77.5,0.2367,160.28247994854502,87.82812828052556,17,135,0.3775309084393478,6464
8,-7.0680628272251305,-77.5,0.2367,153.99323113474844,95.59131340618478,20,116,0.3969894405751517,5003
9,-6.12565445026178,-77.5,0.2367,186.40069229731844,114.24525798065588,28,109,0.37862198628621985,4211
10,-5.183246073298429,-77.5,0.2367,179.5416939714082,120.81173247395782,35,77,0.43498581205141046,2526
11,-4.2408376963350785,-77.5,0.2367,154.49002216418887,125.59162432851736,42,63,0.4550219172860682,1808
12,-3.298429319371728,-77.5,0.2367,164.57195256468464,122.62904258823255,45,59,0.4593701399688958,1677
13,-2.356020942408377,-77.5,0.2367,188.99066074244382,110.59591331257252,43,58,0.4607762180016515,1657
14,-1.4136125654450262,-77.5,0.2367,216.50547559120997,100.10358011873905,42,56,0.4570612782780584,1541
15,-0.4712041884816754,-77.5,0.2367,247.04462318030406,95.14680332446005,33,66,0.43407184340718435,1942
16,0.4712041884816754,-77.5,0.2367,260.64019507782916,89.9473698361544,27,60,0.4456765861875351,1648
17,-10.837696335078537,-76.25,0.2367,219.8719196492495,83.92781077651307,14,172,0.32189134569662387,9126
18,-9.895287958115185,-76.25,0.2367,227.20830048305388,83.18121164484182,16,155,0.3445407767674632,7860
19,-8.952879581151834,-76.25,0.2367,306.83931965306573,99.25857942143921,20,166,0.3245572328539166,8475
20,-8.010471204188482,-76.25,0.2367,192.43333623345148,117.7126803554711,25,97,0.42019338565022424,3665
21,-7.0680628272251305,-76.25,0.2367,136.27381739910078,105.44043857138604,29,62,0.4611451942740286,1628
