year,month,threshold,prec,evap,in_degree,out_degree,clustering,ffl
2030,1,1.0,238.65607203219614,106.91640457873714,10.228365384615385,10.228365384615385,0.2988178890370528,60.42307692307692
2030,1,1.14,238.65607203219614,106.91640457873714,8.382211538461538,8.382211538461538,0.28397608741435093,42.33653846153846
2030,1,1.5,238.65607203219614,106.91640457873714,5.507211538461538,5.507211538461538,0.23265475286892986,20.572115384615383
2030,2,1.0,212.5223793749231,96.22148311529128,8.555288461538462,8.555288461538462,0.27622500433743846,45.86538461538461
2030,2,1.14,212.5223793749231,96.22148311529128,7.1298076923076925,7.1298076923076925,0.2578866747956727,33.03605769230769
2030,2,1.5,212.5223793749231,96.22148311529128,4.665865384615385,4.665865384615385,0.20013932016799593,15.89423076923077
2030,3,1.0,249.67345950663142,103.70412147931125,10.372596153846153,10.372596153846153,0.3230329264338261,60.78846153846154
2030,3,1.14,249.67345950663142,103.70412147931125,8.423076923076923,8.423076923076923,0.2983204264542719,40.69230769230769
2030,3,1.5,249.67345950663142,103.70412147931125,5.396634615384615,5.396634615384615,0.2377683153066455,18.442307692307693
2030,4,1.0,247.3177917339622,98.1966304871593,9.649038461538462,9.649038461538462,0.2885606234400355,53.43269230769231
2030,4,1.14,247.3177917339622,98.1966304871593,8.009615384615385,8.009615384615385,0.2715850732779106,37.54567307692308
2030,4,1.5,247.3177917339622,98.1966304871593,5.487980769230769,5.487980769230769,0.2236064485713001,18.822115384615383
2030,5,1.0,171.5934956096015,96.43330706529463,6.019230769230769,6.019230769230769,0.18681487220196746,31.384615384615383
2030,5,1.14,171.5934956096015,96.43330706529463,4.721153846153846,4.721153846153846,0.1706667527044057,20.759615384615383
2030,5,1.5,171.5934956096015,96.43330706529463,2.9951923076923075,2.9951923076923075,0.13462380187065207,9.228365384615385
2030,6,1.0,76.3257115498661,84.41768899827562,1.8413461538461537,1.8413461538461537,0.07099962709597248,7.096153846153846
2030,6,1.14,76.3257115498661,84.41768899827562,1.4519230769230769,1.4519230769230769,0.05563132086540464,4.84375
2030,6,1.5,76.3257115498661,84.41768899827562,0.8918269230769231,0.8918269230769231,0.03802373939534573,2.1201923076923075
2030,7,1.0,43.56397258224956,85.38783578927445,0.7932692307692307,0.7932692307692307,0.037651678897083304,2.1610576923076925
2030,7,1.14,43.56397258224956,85.38783578927445,0.6442307692307693,0.6442307692307693,0.03010809969944585,1.5817307692307692
2030,7,1.5,43.56397258224956,85.38783578927445,0.375,0.375,0.01791723901098901,0.6802884615384616
2030,8,1.0,29.867301354633884,88.98319307300059,0.5456730769230769,0.5456730769230769,0.03101724664224664,1.2379807692307692
2030,8,1.14,29.867301354633884,88.98319307300059,0.4182692307692308,0.4182692307692308,0.02683340964590964,0.8557692307692307
2030,8,1.5,29.867301354633884,88.98319307300059,0.23557692307692307,0.23557692307692307,0.006931089743589742,0.37259615384615385
2030,9,1.0,50.667377651894796,89.88386981309749,1.6778846153846154,1.6778846153846154,0.07840996397702306,4.846153846153846
2030,9,1.14,50.667377651894796,89.88386981309749,1.3004807692307692,1.3004807692307692,0.0677605558615174,3.1971153846153846
2030,9,1.5,50.667377651894796,89.88386981309749,0.7572115384615384,0.7572115384615384,0.03646518412143412,1.4278846153846154
2030,10,1.0,145.3907472854916,102.10617267274634,7.6875,7.6875,0.2398531082769731,42.02644230769231
2030,10,1.14,145.3907472854916,102.10617267274634,6.225961538461538,6.225961538461538,0.2172716085379668,28.83653846153846
2030,10,1.5,145.3907472854916,102.10617267274634,3.9759615384615383,3.9759615384615383,0.16788326965107575,13.201923076923077
2030,11,1.0,197.7874473774926,104.47049722075865,9.90625,9.90625,0.2955784566555267,60.37980769230769
2030,11,1.14,197.7874473774926,104.47049722075865,8.009615384615385,8.009615384615385,0.2780969089086276,41.36538461538461
2030,11,1.5,197.7874473774926,104.47049722075865,5.141826923076923,5.141826923076923,0.2255418058634534,19.20673076923077
2030,12,1.0,263.99985976724713,106.72772474684909,11.617788461538462,11.617788461538462,0.3165145135661294,78.30528846153847
