node_id,lat,lon,threshold,prec,evap,in_degree,out_degree,clustering,ffl
0,-6.12565445026178,-78.75,0.2367,75.08675776544437,26.74031171228653,8.46213819552725,36.85328534364643,0.5343434343434343,350
1,-5.183246073298429,-78.75,0.2367,70.57232880151595,40.63226434634951,9.727756198831509,54.335630517519775,0.44682539682539685,1255
2,-4.2408376963350785,-78.75,0.2367,94.80637236116138,45.56223135161685,12.910202716685435,55.41616975173659,0.4394944053046001,1537
3,-3.298429319371728,-78.75,0.2367,104.11776989592968,35.77592543291646,13.282376796357035,44.558418511936054,0.5035807291666666,882
4,-2.356020942408377,-78.75,0.2367,130.00503431519778,102.05210221902234,19.652603695682096,106.12719631277542,0.32900510432524405,5880
5,-1.4136125654450262,-78.75,0.2367,147.28823918931948,92.15488333051326,19.670084568989733,102.19843211415709,0.3454668014829794,5376
6,-8.952879581151834,-77.5,0.2367,117.27055174463472,44.82770747401325,10.671666224206945,134.22841971624533,0.23476900423338856,9931
7,-8.010471204188482,-77.5,0.2367,104.49212444284032,46.79458271776291,13.24135673834502,114.5515836135558,0.2606886918498725,8179
8,-7.0680628272251305,-77.5,0.2367,112.5677822548988,48.59252985358793,16.977496905105294,79.37973169147362,0.34668001334668,3525
9,-6.12565445026178,-77.5,0.2367,127.95843967101337,48.77702579026432,23.600662585758588,52.57418367279855,0.4292589027911453,1240
10,-5.183246073298429,-77.5,0.2367,113.21055334205165,88.08822166722433,23.621427839091897,62.43601839857493,0.40466878513810806,2193
11,-4.2408376963350785,-77.5,0.2367,107.27559207398835,108.69880277334971,24.96855343495764,72.75244971780324,0.3689288527172486,3854
12,-3.298429319371728,-77.5,0.2367,119.07711457017712,57.58091530426021,25.683014699829695,38.908788268313074,0.486382322713258,848
13,-2.356020942408377,-77.5,0.2367,139.2220287761783,79.10024279462961,28.337625018056325,54.697652939363365,0.4311668372569089,1872
14,-1.4136125654450262,-77.5,0.2367,173.4982490181116,63.94181412753665,29.005606320152566,54.21027178204541,0.44793713163064836,1861
15,-0.4712041884816754,-77.5,0.2367,194.37889519022184,79.40085379651983,26.480814254411467,96.35374141504147,0.38329424748241137,4025
16,0.4712041884816754,-77.5,0.2367,202.44424387957625,74.63521348796516,24.067420464019342,85.11792909320461,0.40701590271281574,3342
17,-10.837696335078537,-76.25,0.2367,109.41684029770711,64.50245240345404,11.933167745818839,123.88882559246105,0.2676767676767677,8477
18,-9.895287958115185,-76.25,0.2367,137.79168647867579,45.454652860479,12.686097364502215,110.14273528860909,0.28613205552815163,7606
19,-8.952879581151834,-76.25,0.2367,215.128439440494,42.76428001025738,23.12321738824975,89.18799915560871,0.3172715894868586,5189
20,-8.010471204188482,-76.25,0.2367,138.0213200186669,88.54041369515323,30.656424852544657,78.35132431080982,0.33825721642498985,3865
21,-7.0680628272251305,-76.25,0.2367,99.08112111603951,80.2071097596765,32.4522655575603,44.92387255871853,0.4400656814449918,773
22,-6.12565445026178,-76.25,0.2367,96.71828992022753,51.462176280007576,32.13104661133307,27.313622224518525,0.48459086078639746,169
23,-5.183246073298429,-76.25,0.2367,107.71058805066473,111.59062344925412,33.406713904529916,69.35859493982134,0.3478419010669253,3237
24,-4.2408376963350785,-76.25,0.2367,109.9765728456083,114.85691542318114,33.449958582069414,81.29411495466056,0.33308817520634143,5145
25,-3.298429319371728,-76.25,0.2367,111.49300603256381,117.31113675520854,33.47759490700032,78.05664429230832,0.3334182806659871,5007
26,-2.356020942408377,-76.25,0.2367,117.6448319253155,117.40982854809702,34.5271164525734,72.10311099759501,0.3651407693960885,4060
27,-1.4136125654450262,-76.25,0.2367,132.51240274954557,118.47700534531378,36.47790560121024,67.79420983762137,0.3868431940422011,3108
28,-0.4712041884816754,-76.25,0.2367,143.39391567046943,87.83135165300482,37.20693691479296,44.449882531716966,0.45628612716763006,1015
