node_id,threshold,in_degree,out_degree,clustering,ffl
0,1.0,0,4,0.5,10
1,1.0,0,7,0.40476190476190477,24
2,1.0,10,10,0.3104575163398693,48
3,1.0,2,8,0.42857142857142855,33
4,1.0,1,8,0.4523809523809524,34
5,1.0,0,7,0.42857142857142855,25
6,1.0,0,20,0.28421052631578947,128
7,1.0,5,11,0.4175824175824176,53
8,1.0,8,11,0.4227941176470588,55
9,1.0,10,13,0.37857142857142856,74
10,1.0,13,14,0.31666666666666665,74
11,1.0,21,7,0.2907692307692308,25
12,1.0,20,7,0.2866666666666667,25
13,1.0,11,6,0.3238095238095238,19
14,1.0,9,8,0.28095238095238095,32
15,1.0,5,8,0.3090909090909091,27
16,1.0,3,5,0.3333333333333333,12
17,1.0,0,33,0.2556818181818182,301
18,1.0,1,35,0.21428571428571427,272
19,1.0,8,36,0.21196283391405343,245
20,1.0,10,12,0.37894736842105264,63
21,1.0,17,3,0.28431372549019607,6
22,1.0,24,5,0.27635327635327633,14
23,1.0,27,10,0.2739495798319328,40
24,1.0,24,12,0.27540106951871657,50
25,1.0,23,10,0.27741935483870966,35
26,1.0,20,9,0.2962962962962963,32
27,1.0,20,8,0.26615384615384613,25
28,1.0,16,5,0.2573099415204678,12
29,1.0,8,4,0.3333333333333333,9
30,1.0,4,3,0.35,4
31,1.0,0,2,0.5,3
32,1.0,0,26,0.3153846153846154,231
33,1.0,2,43,0.17940199335548174,381
34,1.0,6,46,0.17142857142857143,375
35,1.0,16,27,0.24878048780487805,192
36,1.0,21,14,0.29071969696969696,68
37,1.0,23,9,0.31724137931034485,35
38,1.0,26,6,0.3080459770114943,19
39,1.0,27,7,0.3034274193548387,25
40,1.0,29,8,0.2823529411764706,29
41,1.0,29,8,0.2865546218487395,28
42,1.0,27,7,0.3074596774193548,21
43,1.0,20,5,0.3438735177865613,12
44,1.0,19,4,0.35,7
45,1.0,19,4,0.34285714285714286,6
46,1.0,15,3,0.2708333333333333,4
47,1.0,9,1,0.375,1
48,1.0,2,0,0.5,0
49,1.0,0,1,0.0,1
50,1.0,0,14,0.42857142857142855,92
51,1.0,5,31,0.26827094474153296,284
52,1.0,9,32,0.24224021592442646,249
53,1.0,17,20,0.30756302521008405,132
54,1.0,24,15,0.2927927927927928,83
55,1.0,27,11,0.2912698412698413,49
56,1.0,27,5,0.31264367816091954,15
57,1.0,27,8,0.2784090909090909,30
58,1.0,26,8,0.27318548387096775,30
59,1.0,28,8,0.25935828877005346,30
60,1.0,25,9,0.24798387096774194,33
61,1.0,22,5,0.30833333333333335,13
62,1.0,19,5,0.26406926406926406,12
63,1.0,11,3,0.36363636363636365,5
64,1.0,14,2,0.3791208791208791,2
65,1.0,13,0,0.47435897435897434,0
66,1.0,12,0,0.36363636363636365,0
67,1.0,0,21,0.3119047619047619,152
68,1.0,0,26,0.29846153846153844,220
69,1.0,0,31,0.24408602150537634,258
70,1.0,12,18,0.35185185185185186,115
71,1.0,21,9,0.31746031746031744,42
72,1.0,21,12,0.2956989247311828,60
73,1.0,20,10,0.30423280423280424,46
74,1.0,15,10,0.2826086956521739,39
75,1.0,12,8,0.2581699346405229,30
76,1.0,12,8,0.26143790849673204,30
77,1.0,13,8,0.24269005847953215,30
78,1.0,10,9,0.22794117647058823,34
79,1.0,9,9,0.20416666666666666,34
80,1.0,9,6,0.22435897435897437,17
81,1.0,5,4,0.23809523809523808,9
82,1.0,6,3,0.23809523809523808,4
83,1.0,5,0,0.4,0
84,1.0,3,0,0.5,0
85,1.0,0,39,0.21727395411605938,361
86,1.0,0,32,0.23891129032258066,269
87,1.0,9,23,0.32873563218390806,176
88,1.0,19,9,0.32153846153846155,39
89,1.0,18,8,0.33152173913043476,30
90,1.0,17,9,0.29891304347826086,36
91,1.0,11,8,0.2757352941176471,31
92,1.0,5,10,0.25,40
93,1.0,8,7,0.23076923076923078,25
94,1.0,10,9,0.21323529411764705,35
95,1.0,7,9,0.25824175824175827,38
96,1.0,9,8,0.24285714285714285,28
97,1.0,10,7,0.23333333333333334,24
98,1.0,8,7,0.24358974358974358,24
99,1.0,5,7,0.26666666666666666,23
100,1.0,5,5,0.21428571428571427,12
101,1.0,4,2,0.25,3
102,1.0,0,0,0.0,0
103,1.0,2,25,0.3016666666666667,207
104,1.0,14,14,0.3292307692307692,79
105,1.0,17,9,0.3115942028985507,35
106,1.0,17,5,0.3263157894736842,13
107,1.0,15,7,0.25,24
108,1.0,6,8,0.25,31
109,1.0,5,9,0.25757575757575757,36
110,1.0,7,9,0.25274725274725274,37
111,1.0,9,10,0.22426470588235295,43
112,1.0,7,10,0.2571428571428571,44
113,1.0,8,8,0.2802197802197802,32
114,1.0,10,10,0.22875816993464052,50
115,1.0,8,10,0.24166666666666667,48
116,1.0,6,10,0.26373626373626374,47
117,1.0,7,8,0.23717948717948717,31
118,1.0,4,6,0.23214285714285715,16
119,1.0,4,2,0.25,3
120,1.0,0,42,0.194541231126597,376
121,1.0,1,27,0.2671957671957672,202
122,1.0,11,25,0.26559714795008915,179
123,1.0,16,13,0.2692307692307692,62
124,1.0,17,9,0.23007246376811594,34
125,1.0,14,6,0.21895424836601307,17
126,1.0,7,8,0.21794871794871795,29
127,1.0,7,7,0.23484848484848486,24
128,1.0,7,10,0.24519230769230768,44
129,1.0,8,9,0.24761904761904763,35
130,1.0,8,10,0.25416666666666665,47
131,1.0,8,11,0.27205882352941174,59
132,1.0,9,11,0.2679738562091503,59
133,1.0,9,13,0.25263157894736843,74
134,1.0,9,14,0.24523809523809523,85
135,1.0,7,15,0.2657894736842105,91
136,1.0,7,13,0.26143790849673204,70
137,1.0,6,10,0.2692307692307692,45
138,1.0,4,6,0.32142857142857145,18
139,1.0,4,2,0.25,3
140,1.0,0,25,0.265,184
141,1.0,3,29,0.2540229885057471,227
142,1.0,9,15,0.3463203463203463,90
143,1.0,8,8,0.42857142857142855,33
144,1.0,0,7,0.3333333333333333,21
145,1.0,9,5,0.1590909090909091,15
146,1.0,10,7,0.17142857142857143,24
147,1.0,4,7,0.2916666666666667,24
148,1.0,7,8,0.24358974358974358,30
149,1.0,7,11,0.23109243697478993,48
