node_id,threshold,in_degree,out_degree,clustering,ffl
0,1.0,0.0,3.1666666666666665,0.23115079365079363,10.416666666666666
0,1.14,0.0,1.75,0.24166666666666667,4.166666666666667
0,1.5,0.0,1.3333333333333333,0.24166666666666667,2.4166666666666665
1,1.0,0.0,4.083333333333333,0.25506854256854256,15.5
1,1.14,0.0,3.0,0.22876984126984126,9.333333333333334
1,1.5,0.0,2.1666666666666665,0.2111111111111111,5.0
2,1.0,3.0,6.166666666666667,0.2191793282253808,28.083333333333332
2,1.14,2.0,4.75,0.20106421356421356,17.666666666666668
2,1.5,1.5833333333333333,3.0,0.20451940035273367,7.75
3,1.0,1.1666666666666667,6.083333333333333,0.2540466477966478,27.0
3,1.14,1.1666666666666667,5.0,0.25969169719169716,19.083333333333332
3,1.5,0.75,2.5,0.15793650793650793,5.916666666666667
4,1.0,0.5,5.75,0.2536931818181818,24.916666666666668
4,1.14,0.25,4.166666666666667,0.22003066378066374,14.25
4,1.5,0.16666666666666666,2.4166666666666665,0.21527777777777776,5.583333333333333
5,1.0,0.0,4.916666666666667,0.3124609187109187,17.5
5,1.14,0.0,4.166666666666667,0.2868716931216931,12.833333333333334
5,1.5,0.0,2.4166666666666665,0.25277777777777777,5.083333333333333
6,1.0,0.0,9.166666666666666,0.17302358947095786,50.5
6,1.14,0.0,7.5,0.1811778499278499,35.833333333333336
6,1.5,0.0,5.25,0.17520442520442517,18.0
7,1.0,2.0833333333333335,5.916666666666667,0.22676720209614942,26.916666666666668
7,1.14,2.0,4.5,0.23184523809523808,16.75
7,1.5,1.5833333333333333,3.1666666666666665,0.23273809523809522,8.75
8,1.0,3.0,4.583333333333333,0.24956409331409332,17.0
8,1.14,2.9166666666666665,4.083333333333333,0.2317062567062567,13.416666666666666
8,1.5,2.25,2.5,0.2080988455988456,6.416666666666667
9,1.0,4.0,6.25,0.18943770690094217,28.666666666666668
9,1.14,3.6666666666666665,5.25,0.1832479168005484,20.583333333333332
9,1.5,3.0833333333333335,3.5833333333333335,0.15163655788655786,10.25
10,1.0,6.0,4.75,0.18209104348810226,18.916666666666668
10,1.14,5.416666666666667,4.0,0.1675526958421695,13.666666666666666
10,1.5,4.083333333333333,2.5833333333333335,0.14278661153661154,6.583333333333333
11,1.0,7.416666666666667,4.583333333333333,0.18507848084787556,17.416666666666668
11,1.14,6.416666666666667,3.5,0.1528494531784005,10.75
11,1.5,4.833333333333333,2.0833333333333335,0.13359025234025232,4.166666666666667
12,1.0,6.833333333333333,4.833333333333333,0.18079206368680054,17.5
12,1.14,5.5,3.75,0.17334660953082004,10.583333333333334
12,1.5,4.333333333333333,2.0833333333333335,0.10355038480038477,3.8333333333333335
13,1.0,3.75,4.75,0.20685425685425685,16.25
13,1.14,3.25,3.6666666666666665,0.19186808561808558,11.333333333333334
13,1.5,2.5,2.25,0.13154761904761905,5.083333333333333
14,1.0,4.166666666666667,5.916666666666667,0.22696403458464862,23.25
14,1.14,3.9166666666666665,4.916666666666667,0.21232922170422167,17.25
14,1.5,3.0,3.0,0.15985449735449733,7.5
15,1.0,3.0833333333333335,7.583333333333333,0.22808073365005502,32.0
15,1.14,2.75,6.583333333333333,0.19762401106666175,23.583333333333332
15,1.5,2.0,4.75,0.1451058201058201,12.833333333333334
16,1.0,1.75,6.833333333333333,0.2517135642135642,24.5
16,1.14,1.5833333333333333,5.583333333333333,0.23951519159852494,17.666666666666668
16,1.5,1.3333333333333333,4.083333333333333,0.2169312169312169,9.583333333333334
17,1.0,0.0,10.75,0.17379143423073815,72.75
17,1.14,0.0,9.666666666666666,0.16465216055467477,56.666666666666664
17,1.5,0.0,6.0,0.1714977152477152,23.916666666666668
18,1.0,0.16666666666666666,10.333333333333334,0.17018923235613273,61.5
18,1.14,0.16666666666666666,8.75,0.16341439622332068,44.166666666666664
18,1.5,0.0,5.75,0.15183629007158417,20.25
19,1.0,3.75,14.833333333333334,0.14561141421648666,84.0
19,1.14,3.3333333333333335,12.583333333333334,0.14004430960303094,61.416666666666664
19,1.5,2.5,8.166666666666666,0.11993516681650553,29.166666666666668
20,1.0,5.166666666666667,5.583333333333333,0.24785490062950014,21.333333333333332
20,1.14,4.666666666666667,4.5,0.2438029631044337,14.583333333333334
20,1.5,4.166666666666667,2.6666666666666665,0.1900523088023088,6.25
21,1.0,7.75,2.8333333333333335,0.1929250655127848,7.75
21,1.14,6.916666666666667,2.25,0.1810486966736967,5.416666666666667
21,1.5,5.583333333333333,1.5833333333333333,0.16293290043290043,2.75
22,1.0,10.583333333333334,3.1666666666666665,0.16424285661896057,8.75
22,1.14,9.583333333333334,2.4166666666666665,0.15489919599568722,6.0
22,1.5,7.0,1.25,0.1427218274644745,1.9166666666666667
23,1.0,11.583333333333334,4.083333333333333,0.1593003512079882,13.583333333333334
23,1.14,10.083333333333334,3.4166666666666665,0.1873531783304059,10.333333333333334
23,1.5,6.583333333333333,1.9166666666666667,0.12740178173253944,3.8333333333333335
24,1.0,9.25,4.583333333333333,0.17823569642402917,16.25
24,1.14,7.666666666666667,3.8333333333333335,0.17346651786650522,12.0
24,1.5,4.25,2.3333333333333335,0.14582624165957497,5.416666666666667
25,1.0,9.5,4.5,0.1700175007114799,14.666666666666666
25,1.14,7.333333333333333,3.9166666666666665,0.16078679857275938,11.666666666666666
25,1.5,3.9166666666666665,1.8333333333333333,0.11005291005291003,3.25
26,1.0,7.666666666666667,4.5,0.16924828921396426,14.166666666666666
26,1.14,6.166666666666667,3.5,0.1436222714763736,9.5
26,1.5,2.3333333333333335,2.0833333333333335,0.07271825396825395,4.166666666666667
