node_id,lat,lon,threshold,prec,evap,in_degree,out_degree,clustering,ffl
0,-6.12565445026178,-78.75,1.1514,130.98966689404983,53.28456951561719,2,4,0.3333333333333333,10
1,-5.183246073298429,-78.75,1.1514,145.09086421423498,64.68213412169771,3,5,0.39285714285714285,16
2,-4.2408376963350785,-78.75,1.1514,173.81536216219297,68.62469190699274,4,5,0.425,16
3,-3.298429319371728,-78.75,1.1514,195.7006493113917,60.7913107845379,4,5,0.39473684210526316,17
4,-2.356020942408377,-78.75,1.1514,224.83832208701244,70.04664935262865,4,11,0.34,55
5,-1.4136125654450262,-78.75,1.1514,261.7636203101456,70.94991245581971,3,11,0.390625,57
6,-8.952879581151834,-77.5,1.1514,128.42178028286187,67.25640349638047,1,6,0.35,18
7,-8.010471204188482,-77.5,1.1514,123.4117028919835,60.65528915884255,2,5,0.3,12
8,-7.0680628272251305,-77.5,1.1514,125.64718098043375,61.59172618332732,3,4,0.25,8
9,-6.12565445026178,-77.5,1.1514,145.72023723933916,61.19781952724669,4,2,0.25,3
10,-5.183246073298429,-77.5,1.1514,184.74365280820592,69.27048355308148,4,6,0.2962962962962963,22
11,-4.2408376963350785,-77.5,1.1514,204.5283843460457,80.2318589100207,5,7,0.29069767441860467,25
12,-3.298429319371728,-77.5,1.1514,235.756652924528,75.85783004737081,7,5,0.375,16
13,-2.356020942408377,-77.5,1.1514,276.3169978096195,74.79600670620557,6,7,0.4326923076923077,29
14,-1.4136125654450262,-77.5,1.1514,319.8276811614884,66.38424743573457,5,8,0.38461538461538464,34
15,-0.4712041884816754,-77.5,1.1514,312.5779241364751,56.395080740703946,4,10,0.34375,50
16,0.4712041884816754,-77.5,1.1514,288.13320644070774,61.7281843667444,2,8,0.4074074074074074,33
17,-10.837696335078537,-76.25,1.1514,100.6675643214066,50.476143364891094,1,7,0.3333333333333333,23
18,-9.895287958115185,-76.25,1.1514,126.90609577065531,55.85087787403443,2,7,0.30952380952380953,22
19,-8.952879581151834,-76.25,1.1514,198.60121678122937,61.47829983872687,4,5,0.2857142857142857,12
20,-8.010471204188482,-76.25,1.1514,182.22781432887746,72.99005497907777,6,6,0.18888888888888888,14
21,-7.0680628272251305,-76.25,1.1514,171.25429146969884,73.14012882302677,7,3,0.19642857142857142,5
22,-6.12565445026178,-76.25,1.1514,176.6288280249226,74.9753900795942,4,1,0.16666666666666666,1
23,-5.183246073298429,-76.25,1.1514,178.50966445422938,86.1372469598246,5,6,0.22857142857142856,18
24,-4.2408376963350785,-76.25,1.1514,182.1032599438971,92.4537276723051,8,8,0.21348314606741572,33
25,-3.298429319371728,-76.25,1.1514,194.431061517828,93.60751016796988,8,8,0.2696629213483146,34
26,-2.356020942408377,-76.25,1.1514,222.1481491383861,93.36834283627601,9,9,0.3034188034188034,41
27,-1.4136125654450262,-76.25,1.1514,269.43740316660484,92.74919818105766,9,10,0.31954887218045114,53
28,-0.4712041884816754,-76.25,1.1514,298.64731864412795,87.15157694026199,8,10,0.33760683760683763,51
29,0.4712041884816754,-76.25,1.1514,365.6182342821879,73.20090291814286,4,8,0.4090909090909091,32
30,1.4136125654450262,-76.25,1.1514,334.1023563241754,47.0820093305026,3,1,0.5,1
31,-13.664921465968591,-75.0,1.1514,53.538667891078305,52.58239918552389,1,3,0.0,5
32,-12.72251308900524,-75.0,1.1514,81.9307496203357,48.640950771479496,2,5,0.2,13
33,-11.780104712041888,-75.0,1.1514,114.46387948104864,46.99006635074851,2,5,0.3,13
34,-10.837696335078537,-75.0,1.1514,237.9026778690822,63.612947643538625,4,6,0.19642857142857142,15
35,-9.895287958115185,-75.0,1.1514,201.38484626526227,73.0137989130263,8,5,0.2,11
36,-8.952879581151834,-75.0,1.1514,136.48970156120265,81.52760779787326,10,1,0.20833333333333334,1
37,-8.010471204188482,-75.0,1.1514,121.43109131293748,84.68930273993949,7,3,0.16071428571428573,6
38,-7.0680628272251305,-75.0,1.1514,133.75238062670076,87.11748978013023,5,4,0.175,11
39,-6.12565445026178,-75.0,1.1514,164.95767881167123,89.92373797827764,4,6,0.23076923076923078,20
40,-5.183246073298429,-75.0,1.1514,205.5511361232645,93.96849315140956,5,9,0.3046875,41
41,-4.2408376963350785,-75.0,1.1514,233.64440700773713,94.12455329294424,6,12,0.2838983050847458,66
